Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,963,969,946","2,646,094,918","2,903,909,922","2,896,229,982",,"3,077,780,008","3,309,639,931","2,920,444,965",,"3,063,070,059","3,131,605,029","3,162,299,991","324,000,001","3,418,200,016","3,567,759,991","3,535,979,986","3,647,119,999","316,945,529","3,736,540,079","338,626,492","3,555,049,896","3,802,970,529","341,949,439","3,511,970,043",
Trinidad and Tobago,TTO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,"3,768,079,996",,"5,457,399,845","5,766,600,132","587,390,995","5,767,749,786",,,,"419,987,011","3,654,129,982",,,,"3,431,809,902","3,558,549,881","3,248,769,999","3,325,210,094","2,438,920,021","2,756,119,967","2,755,650,043","3,065,289,974","3,543,009,996","3,136,600,018",,,,,,,"4,211,554,527","3,850,788,355","3,681,926,966","3,772,786,617","3,615,541,697","4,453,393,459","4,172,309,875","3,529,951,572","3,640,172,958","3,542,849,541","4,257,669,926","300,432,992","2,879,704,237",
Tunisia,TUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,"5,235,159,874","4,889,359,951","5,286,049,843","5,457,630,157","5,517,449,856","5,539,720,058","5,879,489,899",,,,"5,790,860,176","6,027,470,112","5,754,889,965","5,983,769,894","6,176,469,803","6,429,759,979","6,287,809,849","6,679,029,942",,"6,270,989,895","6,201,960,087","6,201,849,937","5,790,060,043","681,675,005","6,720,789,909","6,451,570,034","6,438,799,858","6,464,519,978","6,271,570,206","6,528,480,053","5,963,069,916",,"5,950,860,023",,,"6,220,449,924",,,,"6,173,732,281","7,265,075,684","6,679,846,764","6,804,989,815","6,733,988,762"
Turkiye,TUR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,"4,347,740,173","2,915,199,995",,"2,208,300,114","1,754,909,992","2,647,599,936","2,029,230,118","1,738,109,946","1,509,570,003",,,,,,,"3,365,469,933","342,482,996","2,251,110,077",,,0,,,,,,,,,,"3,320,557,833","3,765,049,696","3,787,013,531","4,221,519,947","4,387,219,906","4,344,810,009","4,412,580,013","4,305,500,031","4,627,739,906","4,323,689,938","4,297,299,862","4,447,760,105","4,033,820,152","3,537,879,944","2,614,303,589",
Tuvalu,TUV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,985,690,117",,,,,,,"3,450,190,067",,,,,,,,,,,,,,,,,,,,,,,,,,"1,284,568,977"
Tanzania,TZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"1,723,700,047","1,747,550,011","187,658","1,914,190,054",,,,,,"2,625,319,958",,,,,,,,,"1,548,910,022","1,472,329,974",,,,,,"1,744,179,964","169,306,004","1,498,389,959",,,,,,"3,562,449,932","3,547,470,093","3,009,919,882","4,033,420,086","4,185,910,225","3,960,760,117","4,541,699,886","4,577,898,979","4,229,642,868","4,637,694,359","4,346,057,415","4,194,865,704","4,101,967,335","4,400,383,472","3,963,435,888","3,596,836,329","3,230,972,528","3,115,153,313","323,824,501","3,260,152,817"
Uganda,UGA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"3,161,050,081",,"3,350,229,979","3,390,919,924","3,221,029,997","2,676,589,966",,,,,,"2,515,520,096","1,689,090,014","2,428,359,985","3,431,960,106",,,"5,103,650,093",,,,,,,,,,,,"2,461,669,922",,,,"4,952,370,167",,,,,,"1,727,399,945","2,298,909,903","1,797,469,974","1,871,140,003","1,914,720,058","232,152,009","21,378,901","2,253,639,936","2,130,520,105","2,308,280,706","2,572,221,756","2,635,936,022","2,561,050,177","2,551,593,781"
Ukraine,UKR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"4,572,929,859",,,,,,,,,,,,,,,,,,,,,,,,,,,"5,456,009,865","4,448,840,141","3,618,079,901","4,022,930,145","4,525,680,065","5,240,069,866","5,400,189,877","5,123,760,223","5,848,199,844","5,979,459,763","5,902,440,071","6,152,420,044","7,050,749,779","7,397,084,713","5,937,709,808","6,442,699,909","641,989,994","5,874,939,919","5,742,568,493","500,977,993","5,417,079,926","5,319,920,063","5,441,299,915","5,382,319,927","5,140,110,016","5,933,899,879",
Upper middle income,UMC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,052,355,051","3,985,930,085","4,031,340,122","3,807,644,963","3,991,229,892","4,030,889,988","3,981,305,122","4,128,210,068","4,209,839,821","4,034,970,045","45,176,301","3,843,972,921","4,229,939,938","4,342,554,331","4,344,810,009","4,613,864,899","4,346,328,259","4,345,984,459","4,148,108,244","4,010,925,651","4,042,768,955","4,342,244,864","3,957,767,606","3,744,420,052","3,738,610,029"
Uruguay,URY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,"1,987,130,046","2,159,509,897",,,,"2,373,389,959","2,566,790,104","3,102,829,933",,,,,"2,479,079,962","2,411,530,018",,"2,271,719,933","2,521,399,975","2,869,869,947",,"2,243,370,056",,"2,422,549,963","2,800,960,064","232,220,006","2,068,209,887","2,499,540,091","2,714,750,051","28,566,401",,,,,"4,149,370,193","4,093,533,516","4,238,920,212","4,267,350,197","4,206,369,877","4,364,200,115","4,417,870,045","4,603,620,052","4,628,339,767","4,542,920,113","4,460,659,981","4,507,329,941",
United States,USA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"608,564,949","6,298,923,016","6,359,955,311","6,328,607,559","6,253,763,676","6,170,983,315","6,164,029,121","6,243,318,558","6,436,086,178","6,738,698,483","6,694,553,852","6,497,683,525","6,253,886,223","622,925,806","6,129,205,704","4,930,630,207","4,783,279,896","5,092,969,894","4,895,020,008","495,746,994","5,399,980,068","5,428,299,904",,
Uzbekistan,UZB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,818,760,872","6,026,915,073","5,741,909,981","5,713,230,133","5,494,533,539","5,415,237,427","5,033,319,473","4,835,893,154","6,295,346,737","4,948,036,671","5,368,288,994","5,234,771,729","5,472,876,072"
St. Vincent and the Grenadines,VCT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,"442,911,005",,,"4,468,689,919",,"4,873,770,237",,,,,,,"4,033,370,018","5,752,689,838","7,327,879,906",,"7,388,020,039","8,174,889,565",,"6,030,829,906",,"5,439,370,155",,"5,376,110,077","4,808,390,141",,,,,"4,956,152,439","5,437,374,115","5,379,749,775","61,611,166",,"5,463,758,469",,"72,095,294",
"Venezuela, RB",VEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"416,286,993","4,179,920,197","483,728,981",,"39,479,599","519,851,017",,"5,256,659,985",,,"4,400,720,119","5,187,439,919","5,008,950,233","6,059,820,175","4,063,729,763",,,"3,927,510,023","3,629,410,028",,"244,671,011",,"4,310,679,913","3,817,830,086","5,006,030,083",,,,,,,,,,,,"3,669,059,992","3,627,320,051",,"6,874,680,042",,,,,,,,,,,,,,
British Virgin Islands,VGB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"1,057,367,039","8,935,359,955",,"7,240,230,083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,904,769,897",,,,"3,046,329,975","3,514,800,072","3,043,669,939",,"3,241,650,105","3,487,010,002",,"3,565,696,001","4,469,325,542","4,018,388,271","4,704,500,198","3,261,056,423","2,457,089,901","2,425,559,998","2,500,969,887","2,705,389,977","286,991,334","2,484,019,995",
Virgin Islands (U.S.),VIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,VNM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,886,740,208","4,816,500,187","4,045,939,922","3,780,230,045","4,408,170,223","4,528,339,863","3,540,123,224","3,416,604,519","3,469,074,011","3,418,656,826","3,145,023,108","3,084,998,369","3,216,528,893","2,945,174,932","2,887,386,799",
Vanuatu,VUT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"411,687,994",,,,"7,641,049,862","6,162,650,108","7,003,630,161","895,114,994","8,131,979,942","8,441,510,201",,,,,"5,951,509,953","5,160,510,063",,,,,"5,181,950,092","5,603,380,203","7,677,425,861","4,533,430,099","8,606,347,084","1,774,070,024","2,173,589,945","1,011,024,094","107,033,453","1,064,340,019"
World,WLD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,060,575,008","3,875,414,968","4,047,160,149","4,033,075,094","4,173,429,966","4,065,769,434","4,064,430,237","4,156,515,121","410,503,006","4,278,182,268","450,080,514","4,094,322,443","4,132,525,206","4,229,642,868","4,347,214,937","4,267,350,197","4,234,601,259","4,172,309,875","4,184,885,025","4,091,629,982","4,137,479,544","4,441,359,997","424,035,573","3,774,871,588",
Samoa,WSM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,016,250,134","3,630,959,988","3,976,520,061","3,939,320,087",,,,,,"5,116,590,023",,,"4,948,041,439","489,170,742","4,614,860,535","5,217,447,758","4,615,190,029","4,349,683,762","3,962,319,136","426,097,393","439,581,728","4,481,005,192","5,204,488,277","4,880,791,187","6,113,472,939"
Kosovo,XKX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,661,629,677","9,244,709,969","632,079,649","5,948,279,381","5,554,146,767","515,025,568","5,144,415,855","5,828,782,558","515,143,013","5,916,243,076","4,392,223,358","5,042,026,997","5,464,789,867",,,,,,,,,,,
South Africa,ZAF,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,753,670,216","4,854,239,941","4,441,850,185","4,697,679,996","5,259,610,176",,"5,388,899,803","5,297,770,023",,"504,734,993",,,"529,117,012","4,908,810,139","4,636,179,924","454,569,006","4,352,099,895","4,508,979,797","4,524,499,893","4,526,519,775","4,446,670,055","4,374,249,935","4,761,189,938","5,134,970,188","5,288,980,007","5,523,230,076","5,350,719,929","5,489,779,949","5,482,850,075","5,444,240,093","5,598,670,006","5,644,010,067","5,911,580,086","6,170,670,033","6,549,029,827","616,726,017","6,148,389,816"
Zambia,ZMB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"438,781,023","6,095,349,789","5,945,789,814","5,488,070,011","4,878,009,796","6,238,540,173","6,026,939,869","5,692,510,128","4,740,749,836","4,154,940,128","4,126,709,938","4,000,720,024","5,154,870,033","5,388,020,039","49,885,602","4,145,840,168","3,338,989,973","2,662,260,056",,,,"2,740,570,068","2,091,599,941","1,942,080,021","1,793,519,974","1,838,529,944",,,"2,118,230,104","1,774,950,027","1,788,190,007",,,,"2,463,429,928","1,735,530,019",,"1,240,759,969","1,099,720,001",,"3,416,004,419","3,357,722,759","3,695,002,317","3,718,207,121",,"4,624,330,044","3,747,920,036","3,729,640,007","4,739,749,908","441,824,007","3,949,648,142","3,106,432,199","358,259,511",
Zimbabwe,ZWE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,"2,317,840,099","2,544,179,916","3,351,540,089",,"4,145,480,156","5,791,500,092","7,419,260,025",,"1,164,476,013","1,233,728,981","1,228,423,023","1,245,425,987",,"2,232,221,031",,"4,433,398,056",,,,,,,,,,,,,,,,"1,544,059,992",,"607,020,998","5,995,979,786","613,835,001",,,"5,818,779,945","2,050,489,902",,,,,
