Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"2,368,149,996","2,295,609,951","2,183,370,113","2,360,290,051","2,449,199,915","24,333,601","221,923,995","2,322,550,058",,"2,192,140,102","2,271,729,946","1,669,829,965","257,859,993","2,581,690,073","2,558,969,975",,,,,"2,466,089,964",,"2,828,200,102",,,,"2,728,310,108",,,,,"3,903,700,113","4,015,540,123","4,285,299,778","4,558,959,961","4,134,630,203","3,842,789,888","3,454,550,028","3,260,629,892","4,392,129,898","3,510,030,031","3,418,220,043","3,509,609,938","3,760,319,948","3,572,550,058","3,262,120,008","3,292,690,039","3,309,890,032","3,326,240,063","3,810,179,949","4,405,620,098","4,000,309,944","3,728,660,107","3,803,100,109"
Honduras,HND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,"2,019,049,883","2,012,989,998","1,936,360,002",,,,,,,,,,,,,,"2,512,639,999","2,617,449,999",,,,,,,,,,,,,,,,,"6,299,727,917","5,874,929,905","7,090,119,839","6,412,970,066","6,095,095,158","5,744,343,758","6,056,469,917","5,932,459,831","597,629,118","5,810,501,575","4,441,578,865","4,046,160,221"
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,568,530,083","2,463,350,058","2,658,449,888","2,469,520,092",,"2,812,619,925","2,837,270,021","2,819,999,933",,"2,750,200,033","3,131,605,029","3,246,510,029","3,085,403,085","3,281,669,974","3,390,985,012","3,423,769,951","3,494,129,896","316,945,529","3,729,640,007","33,229,599","3,526,227,236","3,597,949,982","3,373,342,156","3,444,914,579",
Croatia,HRV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,112,708,569","5,680,865,288","3,823,009,968","3,869,019,985","3,822,149,992","5,367,049,694","5,006,971,359","3,967,519,999","4,275,420,189","4,378,210,068","4,216,899,872","4,114,419,937","5,221,613,884","4,521,160,126","5,176,151,276","4,969,085,217","4,896,224,499","3,862,699,986","3,912,090,063","3,920,079,947","4,389,019,966","4,056,660,175",,
Haiti,HTI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,"1,393,740,058","1,079,540,014","1,022,210,002","986,190,021","969,290,018",,,,,,"1,073,989,987",,,,,,,,,,,,,,,,,,,,,,,"1,752,269,983","1,854,979,992","1,387,760,043","1,498,469,949","1,637,159,944","1,759,413,004","137,101,388","1,242,751,837","1,274,668,932",
Hungary,HUN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"3,451,410,055","3,436,389,923","3,361,030,102","3,400,990,009","3,607,359,886","3,732,310,057","353,689,003","360,529,995","3,727,230,072","3,707,429,886","4,303,949,833","4,433,020,115","4,435,649,872","5,206,699,848","4,773,930,073","4,547,679,901","4,751,039,982","4,645,939,827","4,497,360,229","5,063,439,846","5,431,900,024","5,879,399,776","6,079,569,817","5,919,589,996","5,834,889,889","4,847,489,834","4,334,750,175",,"4,408,649,921","456,704,998","4,868,400,097","4,931,009,769","5,179,230,213","5,792,300,224","5,327,620,029","5,320,079,803","5,289,740,086","5,134,950,161","4,967,639,923","4,946,360,111","4,723,750,114","456,317,997","4,142,499,924","4,189,219,952","460,187,006","4,495,399,952","4,615,479,946","4,647,570,133","4,623,439,789","4,224,880,219","4,153,570,175","4,684,060,097",,
IBRD only,IBD,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,506,089,926",,,"422,040,987","3,901,460,052","3,833,570,004","3,823,009,968","3,869,019,985","3,867,349,982","3,860,009,909","3,903,460,026","368,460,989","4,101,749,897","442,442,584","3,857,460,022","3,850,788,355","4,089,165,926","4,126,165,152","4,105,360,031","4,224,191,189","4,206,385,136","4,077,559,948","3,997,427,225","3,918,159,962","4,332,049,847","3,991,566,062","3,744,420,052",
IDA & IBRD total,IBT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,517,135,024","3,343,394,995","3,458,699,942","3,343,114,972","3,458,904,982","340,012,002","3,506,260,037","3,658,725,023","360,649,991","3,805,170,059","4,059,154,987","3,559,665,203","3,754,230,022","3,681,926,966","3,812,944,293","3,824,160,099","3,817,775,011","3,764,028,788","3,789,769,888","3,713,920,116","3,695,614,338","4,090,565,205","3,835,334,182","359,078,753",
IDA total,IDA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,641,530,037","2,514,185,071","2,687,350,035","2,810,480,118",,"2,862,190,008","3,309,639,931","3,009,919,882",,"3,251,044,989","3,254,909,992","3,103,145,003","3,085,403,085","3,376,519,918","3,306,080,103","3,454,882,026","336,937,511","3,229,290,009","3,652,347,445","3,267,304,897","3,485,680,819","3,531,016,707","326,533,711","3,444,914,579",
IDA blend,IDB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"3,504,845,023","3,920,114,875",,,"4,334,905,028",,,,,"3,966,029,882",,,"3,821,185,112","3,913,664,937",,,,,"4,342,339,993",,,"4,413,450,003",,"6,148,569,822",,,,,,,,,,"2,795,300,007","265,651,989",,,,"4,019,999,981","383,175,993","3,676,749,945","4,931,210,041","496,091,032","4,717,299,938","3,138,829,947","3,613,951,564","4,220,556,259","2,901,315,093","3,559,468,985","3,652,873,516","2,973,894,119","2,951,592,207",
Indonesia,IDN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,"2,788,209,915",,,,,,,,,,,,,,,,,"871,410,012",,,,,"998,549,998","1,004,349,947","1,078,549,981","1,072,080,016",,,,"2,460,030,079","2,645,689,964","3,217,999,935","2,748,470,068","2,872,819,901",,"3,044,250,011","2,901,900,053","3,525,130,033","281,227,994","3,189,440,012","3,407,480,001","3,359,040,022","3,288,009,882","3,583,600,044","1,210,234,523","1,053,243,876","994,436,443","964,399,099","1,015,932,202","1,032,217,503","863,943,338","1,275,170,922"
IDA only,IDX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"260,503,006","2,514,185,071","2,667,500,019","2,685,104,966",,"2,911,760,092","3,337,139,964","3,009,919,882","3,078,419,924","3,251,044,989","3,173,939,943","3,103,145,003","3,085,403,085","3,281,669,974","3,259,230,018","3,423,769,951","3,444,496,632","3,229,290,009","3,555,322,409","338,626,492","3,449,375,391","3,409,159,899","3,327,189,922","3,511,970,043",
Isle of Man,IMN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,361,360,073","3,572,560,072","4,415,390,015","4,324,790,001",,,"3,613,409,996","3,352,540,016","3,188,750,029","3,142,849,922",,,"3,278,249,979","3,377,690,077","379,618,001","4,084,798,336","3,844,670,057","3,898,780,346","4,114,991,665","4,256,516,457","4,306,396,961","4,376,932,621","3,897,323,608","4,040,141,582","4,635,141,373","4,120,728,493",
Not classified,INX,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"4,486,410,141","4,616,899,967","4,608,560,085","4,686,029,911",,"4,296,490,192","5,085,319,996","5,067,609,787","5,288,129,807","5,322,209,835","5,732,019,901","5,389,530,182","5,446,539,879","5,281,700,134","5,248,370,171","5,301,209,927","5,528,820,038","5,016,160,011","4,713,019,848","4,600,560,188","4,782,670,021","5,005,630,016","5,115,560,055","5,188,710,213","4,871,620,178","4,753,920,078",,"4,287,539,959","4,133,790,016","4,132,259,846","4,087,490,082","4,104,879,856","4,204,939,842","4,482,960,224","4,518,980,026","4,547,420,025","4,715,410,233","5,458,280,087","615,610,981","6,050,330,162","5,824,289,799","5,762,350,082","5,345,789,909","4,865,119,934","374,868,989","3,746,740,103","3,490,449,905","337,838,006","3,296,169,996","3,250,819,921","3,005,980,015",,
"Iran, Islamic Rep.",IRN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"2,770,339,966","2,766,720,057","2,876,679,897","2,690,340,042","2,965,569,973",,"5,416,259,766",,,,"7,131,400,108","5,802,050,114","4,180,530,071","3,801,609,993","3,460,190,058","3,569,910,049","4,140,920,162","3,681,299,925","3,997,210,026","3,773,910,046","3,743,530,035","3,640,460,014","4,314,620,018",,"4,081,809,998","3,537,760,019",,,"422,040,987","4,030,640,125","4,071,680,069","4,484,879,971","4,363,220,215","4,296,629,906","4,056,509,972","4,289,989,948","4,596,809,864","3,913,759,947","3,842,449,903","3,709,180,117","3,484,970,093","2,938,999,891","2,852,790,117","261,668,992","2,629,110,098","3,173,969,984","3,459,569,931","3,619,790,077","3,240,050,077","3,204,950,094",,"3,060,367,346","2,928,923,845"
Iraq,IRQ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,"3,857,049,942",,,"2,423,789,978",,,,,,,,,"3,551,500,082",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,258,629,799",,,"5,141,580,105","4,755,579,948","4,780,620,098","5,218,349,934",,"678,387,022","6,434,010,029","6,431,439,877","6,705,920,219","7,298,920,155","7,245,079,994","7,161,180,019","7,338,439,941","7,195,219,994","6,944,330,215","7,036,019,802","7,189,849,854","6,944,240,093","6,789,979,935","7,582,230,091","7,448,689,938","7,641,409,874","7,457,970,142","7,432,199,955","7,583,859,921","7,563,499,928","7,601,299,763","858,382,988","8,217,809,677","7,139,665,127",
Israel,ISR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,"5,134,250,164","5,681,910,038","5,775,939,941","5,686,389,923","558,701,992","6,333,809,853","6,413,990,021","6,839,829,922","6,787,089,825","6,377,120,018","6,710,239,887","6,699,100,018","7,673,749,924","5,864,520,073","528,594,017","4,315,350,056","5,461,999,893","5,189,760,208","5,201,819,897","5,339,859,962","5,699,470,043","6,161,330,223",,,,"6,426,400,185","6,220,930,099","5,951,950,073","6,193,160,057","6,262,819,767","6,139,949,799","5,753,479,958","5,581,389,904","5,592,189,789","5,349,919,796","5,424,349,785","5,377,850,056","5,433,909,893","545,581,007","558,893,013","5,784,150,124","5,704,710,007","5,797,659,874","5,799,809,933","6,007,719,994","6,062,849,998","6,041,470,051","6,478,819,847","6,184,010,029","6,456,244,469",
Italy,ITA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"3,366,810,083","2,898,770,094",,,"383,513,999","3,711,610,079","3,919,519,901",,"3,780,359,983","4,163,730,145",,,,"4,488,059,998","4,774,569,988","4,689,809,799","4,654,900,074",,"45,927,701",,,,,"4,733,890,057","4,433,310,032","4,318,649,769","4,447,639,942",,"445,031,023","4,510,849,953","4,291,079,998","4,650,090,218","4,432,409,763","4,541,790,009","4,385,200,024","4,238,299,847","452,545,023","410,503,006","4,387,949,944","4,523,719,788","4,334,119,797","4,115,680,218","4,056,019,783","4,143,670,082","4,061,279,774","4,073,629,856","3,815,789,938","4,044,939,995","4,256,140,232","4,095,270,157","4,441,359,997","4,218,289,852",,
Jamaica,JAM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,"3,631,439,924","4,248,970,032","5,228,789,806","5,858,329,773","6,026,519,775",,,,,,,,"5,391,900,063","4,603,980,064",,"3,940,860,033","5,183,979,988","4,779,160,023","4,383,069,992","3,336,659,908","3,214,030,027","4,064,189,911","3,389,080,048","3,677,730,083","4,379,539,967",,,"4,983,469,963","5,381,030,083","5,375,229,836","4,256,849,766","3,912,549,973","4,616,419,792",,"549,022,007","6,191,319,942","6,198,480,129","6,370,600,224","6,266,640,186","6,112,460,136","6,251,080,036","6,015,860,081","5,455,220,222","5,314,610,004","5,260,169,983","5,413,809,776","5,163,640,022","561,749,506","5,631,239,891","535,435,009","5,654,536,724"
Jordan,JOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"363,003,993","3,297,689,915","2,387,429,953","2,486,939,907","3,557,689,905","3,763,479,948","3,534,559,965","3,679,899,931","3,681,629,896","5,081,729,889",,"5,167,679,787","5,088,540,077","4,927,959,919","5,936,950,207",,"3,284,359,932","329,666,996","4,047,500,134","5,643,539,906",,,,,,,"7,476,910,114","6,364,820,004",,"4,943,669,796",,,,,,,,,,,,,,,,,"3,452,820,063","3,213,059,902","2,954,619,884","2,988,470,078",,"3,138,370,037","3,160,229,921",
Japan,JPN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"3,578,629,971","3,926,100,016","3,957,079,887","3,954,210,043","4,569,809,914","4,747,779,846","4,737,450,123","4,790,440,083","4,950,009,823","4,961,050,034","4,956,820,011","4,939,760,208","4,723,460,197",,,,"5,487,939,835","5,452,839,851","5,274,350,166",,,,"3,367,110,014","3,569,319,963","34,021,101",,,"3,297,970,057","3,378,129,959","3,460,119,963","3,400,820,017","3,408,989,906","3,466,629,982","3,426,110,029","3,314,939,976","3,276,679,993","3,279,340,029","327,241,993","3,555,977,821","3,599,519,968","3,605,279,922","3,419,450,045","3,408,750,057","3,415,299,892","3,312,210,083","3,146,430,016","3,130,579,948","3,077,820,063","3,155,339,956","3,306,289,911","3,335,639,954","3,237,621,307",
Kazakhstan,KAZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,034,450,054","3,923,710,108","4,373,429,775",,"3,892,570,019","325,661,993","3,279,341,459","3,029,700,041","3,230,482,101","225,590,992","2,263,530,016","2,626,780,033","2,831,389,904","2,589,459,896","3,060,719,967","3,587,354,898","3,614,340,067","3,901,637,077","3,445,648,909","3,429,039,478","333,796,978","3,563,251,019","3,391,023,874","3,151,916,265","3,353,821,278","4,446,203,709","4,385,694,027","4,458,202,362",
Kenya,KEN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"3,929,820,061","4,476,339,817","4,650,519,848","5,065,509,796","560,612,011","5,744,100,094","5,136,320,114",,,"5,387,879,848","5,923,729,897","5,678,120,136","5,438,300,133","4,580,959,797","5,199,769,974","6,013,790,131",,"6,600,550,175","6,035,719,872",,"6,570,670,128","6,075,900,078","6,029,150,009","5,924,019,814",,,,,"5,323,239,803","5,186,729,908","5,206,210,136","6,171,999,931","6,494,269,848","6,796,929,836","7,335,649,967","7,049,839,973",,,"4,019,999,981","4,815,489,769","4,700,129,986","4,931,210,041","4,837,210,178","4,717,299,938","4,949,451,447","4,665,563,107","4,268,742,561","5,321,925,163","53,735,919","5,045,748,711","489,040,184","4,511,017,799","3,962,293,148"
Kyrgyz Republic,KGZ,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,588,190,079","6,156,429,768","4,902,609,825",,"4,919,630,051","408,521,986","350,838,995","3,854,180,098","4,445,459,843","4,475,419,998","4,622,439,861","4,873,839,855","5,549,860,001","6,467,000,008","5,913,189,888","6,232,679,844","5,818,832,397","6,790,620,804","7,384,220,123","6,780,198,574","6,467,635,632","6,967,647,552","6,586,150,169","6,026,189,804","5,552,670,002","6,073,181,152","6,619,716,644","617,235,136","7,168,843,746","6,826,946,735"
Cambodia,KHM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,259,070,039",,"1,666,810,036","1,722,219,944","1,711,210,012",,"1,719,820,023",,,"1,599,300,027",,"1,665,680,051","1,533,789,992","1,510,689,974","1,414,414,525","1,482,026,219","1,566,736,341","1,703,461,528","1,870,819,092","2,096,460,581","2,447,859,287","2,825,654,745","3,002,350,092","3,011,626,482","2,883,492,708","2,951,152,325"
Kiribati,KIR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"4,793,129,921","4,266,429,901",,,"3,135,109,901",,,,,,,,,,,,,,,,,,,,,,,,,"9,693,320,274","1,005,860,996","1,160,754,013",,,,,,,,,,"1,304,459,953","1,342,766,571","1,321,899,986","1,295,300,007","1,211,400,032","134,829,998","1,357,499,981","1,537,699,986","1,376,865,482",,"1,419,515,991",,
St. Kitts and Nevis,KNA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,"3,965,029,955",,"2,641,129,971",,"21,979,599",,"1,998,450,041","2,303,869,963",,,"2,576,410,055",,,"4,020,569,801","3,322,669,983","4,740,389,824","4,421,549,797","3,920,510,054","3,790,990,114","3,971,349,955","3,831,449,986","4,059,259,892","4,193,809,986",,,"294,405,818","2,751,112,938","3,182,905,912","2,820,482,492","2,834,556,103","2,549,380,064","3,124,359,369","3,159,015,894","3,034,195,423","2,986,513,615","310,357,976","2,783,790,112","363,147,068",
"Korea, Rep.",KOR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,"3,414,040,089","3,739,180,088","3,220,750,093","2,680,219,889",,"2,089,250,088","2,754,570,007","2,426,419,973",,"3,018,830,061","3,458,739,996","2,898,629,904","6,329,669,952","4,315,380,096","4,005,320,072","3,986,449,957","3,635,940,075","3,374,239,922","2,747,370,005","3,062,629,938","303,873,992","3,489,249,945","3,577,889,919","369,698","301,831,007","293,543,005",,,"3,368,139,982","3,369,290,113",,,,,,,,,,"391,358,161","352,756,691",,,,,"4,454,239,845","4,333,099,842","4,328,239,918","4,458,079,815","4,684,659,958","4,801,720,142","4,866,270,065",,
Kuwait,KWT,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"3,287,339,926","2,815,749,884","3,303,689,957","3,521,600,008","2,135,540,009","3,115,080,118","3,368,669,987","4,081,850,052","3,428,560,019","2,791,019,917","2,719,140,053","303,350,997","5,090,270,042","5,148,880,005","5,007,619,858","5,400,839,806",,,,,,"1,419,882,965",,,,"5,859,610,081","5,582,630,157",,,,"6,585,830,212","6,551,109,791","5,211,292,267","5,535,069,942","4,738,339,901","3,759,979,963",,,,,,,,,,"595,593,977","635,444,212","6,391,652,584","6,727,895,737","6,245,130,539","7,762,466,908","6,582,365,036","5,026,260,853"
Latin America & Caribbean (excluding high income),LAC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,602,309,942","3,800,620,079","3,808,700,085","3,938,010,097","3,883,855,104","3,535,049,915","3,974,479,914",,"4,493,169,785","4,470,910,072","4,865,689,993","5,497,300,148","4,768,620,014","4,824,154,854","5,345,829,964","5,183,295,012","5,139,149,904","5,078,289,986","4,560,353,994","4,397,520,065","4,139,450,073","4,599,919,796","4,517,698,288","4,168,093,443","3,813,961,506",
Lao PDR,LAO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,334,569,931",,,,"2,429,749,966","2,130,199,909",,,"1,503,690,004","1,990,280,032","2,825,220,108",,"2,413,000,107","2,414,089,918","2,958,790,064","3,078,419,924","227,854,991","1,654,850,006","1,709,789,991","1,708,019,972","1,821,470,022","3,233,809,948","2,937,809,944","2,736,897,945","2,774,429,798","2,497,972,727","2,335,012,197","2,122,014,046","191,597,271","1,859,491,825","1,460,834,384","1,233,751,655"
Lebanon,LBN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,652","193,125,999","2,224,630,117","2,084,670,067",,,,,"2,841,480,017","2,552,710,056",,"2,640,949,965","2,646,189,928","2,779,759,884","2,583,570,004","2,014,790,058","1,765,709,996","1,613,309,979","1,652,519,941","214,902,997","2,433,969,975",,,"2,126,333,237","2,137,486,219","2,527,220,726","2,600,265,503","1,669,968,128",,,
Liberia,LBR,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,"6,994,840,145",,"6,259,059,906",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,701,660,037",,,,"1,777,119,994","1,690,780,044","2,168,983,459","2,115,874,767","2,114,796,877","2,246,325,016","2,413,897,991","2,165,081,978","2,136,014,223","2,111,867,905","2,276,095,867",
Libya,LBY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,"4,636,509,895","4,123,829,842",,,,,,,,,,,,,,,,,,,,,,"2,264,169,931",,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,"5,538,790,226",,,,"4,154,679,775",,,,,,,,"6,532,380,104",,,,"5,528,940,201","5,449,940,205",,"5,707,330,227",,"3,534,490,108","3,436,460,018","4,238,959,789","4,696,690,083",,"4,483,530,045","3,067,660,093","3,482,899,904","3,598,819,971","3,290,980,101","3,876,610,041","3,891,429,901","3,880,880,117","5,209,549,904","363,334,322","3,332,779,884","3,272,670,031","36,208,601",,"3,698,470,116",
Latin America & Caribbean,LCN,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,985,085,011",,,"3,278,179,884","3,754,505,038","3,757,070,065","3,844,680,071","3,883,855,104","3,535,049,915","3,745,604,992",,"389,863,503","4,044,960,141","4,725,250,006","5,497,300,148","4,542,264,938","4,105,550,051","4,883,480,072","4,739,059,925","4,751,679,897","4,678,646,803","4,363,474,131","4,397,520,065","4,139,450,073","4,599,919,796","4,517,698,288","4,168,093,443","3,794,763,088",
Least developed countries: UN classification,LDC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,459,810,019","2,565,020,084","2,662,974,954","2,469,520,092",,"268,975,997","2,837,270,021","2,830,970,049",,"2,750,200,033","2,920,000,076","2,840,865,016","309,318,614","2,981,754,661","3,218,248,129","3,074,605,584","3,214,390,039","2,905,220,032","352,892,375","33,229,599","3,126,032,233","3,242,703,199","3,110,792,756","323,824,501",
Low income,LIC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,641,530,037","2,646,709,919","3,001,124,978","2,896,229,982",,"3,147,949,934",,"2,830,970,049",,"2,723,119,974","3,080,505,013","2,688,735,008","3,077,620,029","2,759,584,188","3,012,730,002","3,423,769,951","335,014,832","2,934,885,025","3,349,897,385","338,626,492","3,526,227,236","3,576,571,941","3,943,503,618","3,767,307,162",
Liechtenstein,LIE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246,013,999","2,433,330,059",,"2,053,809,881","1,921,190,023","2,048,369,884",,,"2,556,040,049",,,,,,,,,,,,
Sri Lanka,LKA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,"3,316,400,051",,"274,454,999",,,,"2,567,430,019","2,704,169,989","2,442,209,959","2,558,500,051","239,060,998","2,165,260,077","2,576,139,927","2,805,419,922","2,644,330,025","2,826,359,987","2,755,160,093","2,410,929,918","2,915,580,034",,,"3,108,530,045","2,957,600,117","3,343,600,035",,"3,051,419,973",,,,,,,,,,,"2,055,900,097","166,178","1,742,920,041","1,453,420,043","1,564,589,977","1,858,590,007","2,109,980,106","3,229,290,009","2,593,169,928","1,987,810,016",,"1,557,923,913","1,506,505,847","120,397,222","1,827,745,676"
Lower middle income,LMC,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,908,480,048","2,463,350,058",,"2,825,220,108","2,899,775,028","2,853,530,049","3,276,695,013","3,142,849,922",,"3,782,999,992","3,639,190,912","3,587,185,979","3,568,976,402","3,856,516,242","3,869,999,886","3,611,235,738","3,598,949,909","3,473,093,152","3,733,449,936","3,178,336,501","3,413,069,963","371,980,679","3,327,189,922","3,444,914,579",
Low & middle income,LMY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"344,133,997","3,343,394,995","3,492,965,102","3,181,389,928","3,292,575,002","3,227,519,989","343,838,501","3,605,360,031","3,517,210,007","3,760,829,926","3,914,900,064","3,547,060,966","3,754,230,022","368,189,621","3,812,944,293","3,695,990,086","3,710,979,939","3,767,617,464","3,765,269,995","3,642,097,831","3,652,369,738","3,994,140,029","382,175,827","359,078,753",
Lesotho,LSO,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,,,,,,,,,,,,"4,641,550,064","4,526,509,762","4,866,559,982","4,234,240,055",,,,,,,,,"1,009,694,004","6,428,410,053","7,088,580,132",,,"7,216,639,996","6,202,280,045",,,,"8,577,030,182","7,025,430,202","864,097,023",,"1,136,400,986",,"1,249,934,959","1,009,154,987","9,365,050,316","1,010,044,956","1,321,957,016","1,110,900,974","1,207,966,042","1,127,128,029",,"1,232,874,012",,,"8,170,000,076","7,670,000,076","7,289,999,962","7,199,999,809","7,642,502,308","7,552,474,022","723,117,733","7,402,918,816","7,194,068,909","6,997,992,516","7,507,479,191","6,433,475,494","6,692,121,983"
